user_id,screen_name,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,ratio_inv,timestamp_scrape,considered,posted,status_id_post,text_post,timestamp_post
x21129105,bomani_jones,2018-11-13T20:45:05Z,x1062446274480365568,12,0,4pm ET @bomani_jones  and @PabloTorre  will be on @HIGHNOONonESPN  #HighNoon #recordseries,1,0.083333333,12,2018-11-14T15:15:00Z,0,0,,,
x21129105,bomani_jones,2018-11-13T14:28:39Z,x1062351541812822016,301,71,not sure anything is #hustlinbackwards quite like arguing about that jill scott video before 9:30 eastern.,28,0.075268817,13.28571429,2018-11-14T15:15:00Z,0,0,,,
x21129105,bomani_jones,2018-11-13T19:15:04Z,x1062423617793863690,36,16,"new #TheRightTime! jimmy in philly, melo in houston, peter man...gone, y’all getting balled up by the pros, and the wu and tribe! https://t.co/sVzfSw1FSL",2,0.038461538,26,2018-11-14T15:15:00Z,0,0,,,
x21129105,bomani_jones,2018-11-13T15:01:12Z,x1062359732231593985,8,2,subscribe to #TheRightTime with @bomani_jones on the @espn app or where ever you get your podcast https://t.co/SbHk1xGfJI,0,0,Inf,2018-11-14T15:15:00Z,0,0,,,
x43139414,RealSkipBayless,2018-11-13T22:00:43Z,x1062465305652252672,27,2,Today's Undisputed podcast: https://t.co/AsfiWOjYyJ,4,0.137931034,7.25,2018-11-14T17:17:00Z,0,0,,,
x16302242,stephenasmith,2018-11-13T22:55:58Z,x1062479212676898817,971,195,Yep https://t.co/HNwusyHr75,148,0.126929674,7.878378378,2018-11-14T17:17:00Z,0,0,,,
x16302242,stephenasmith,2018-11-13T22:52:30Z,x1062478339653464065,59,11,Don’t! I don’t care https://t.co/5b1tLKhzkg,8,0.114285714,8.75,2018-11-14T17:17:00Z,0,0,,,
x16302242,stephenasmith,2018-11-13T22:51:07Z,x1062477990326689793,79,29,"to see cats partying on @TMZ unless you’re winning. When you don’t, folks want to at least believe you’re every bit as disgusted as they are. I’d have never gotten on @JohnWall if he were a scrub. But this brother can play. I expect more. I’m going to demand it. So should every1. https://t.co/DFIw4oLvM3",12,0.111111111,9,2018-11-14T17:17:00Z,0,0,,,
x16302242,stephenasmith,2018-11-13T22:52:11Z,x1062478259449982976,39,1,Thank Ya Kindly https://t.co/jQKCFriWvJ,4,0.1,10,2018-11-14T17:17:00Z,0,0,,,
x16302242,stephenasmith,2018-11-13T22:53:30Z,x1062478588782493697,52,7,I’m certainly considering it. https://t.co/ahB58XJ5nC,5,0.084745763,11.8,2018-11-14T17:17:00Z,0,0,,,
